Project,Year,Budget,Gross floor area (Cement floor finish),Gross floor area (unglazed tiles),"gross floor area  (cement floor finish, groove)",Number of floors,Grade 40,Grade 60,Number of rooms,Volume of structural concrete (cu.m.) wall footing/septic vault/stiffners CLASS A 28 DAYS / Lean Concrete,Volume of structural concrete (cu.m.) footings on fill CLASS A 28 DAYS,Volume of structural concrete (cu.m.) footing tie beams CLASS A 28 DAYS,Volume of structural concrete (cu.m.) columns CLASS A 28 DAYS,Volume of structural concrete (cu.m.) suspended slab CLASS A 28 DAYS,Volume of structural concrete (cu.m.) beams/girders CLASS A 28 DAYS,Volume of structural concrete (cu.m.) 3000 PSI  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 14 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS 4000 PSI,Volume of structural concrete (cu.m.)  CLASS B 28 DAYS,Volume of structural concrete (cu.m.)  CLASS AA 400 PSI @ 28 days,Volume of structural concrete (cu.m.)  CLASS A/B 2500 psi 28 days / Reimforced concrete,Area of formworks (sq.m.),Types of footings/foundation,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9687517.65,76297.48840000002,127.01289999999999,0.0,1.0,57483691.24,86986959.8224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17897.0884,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9718956.84,76297.48840000002,127.01289999999999,0.0,1.0,57353661.168400005,86986959.8224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17897.0884,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Barobo, Surigao Del sur",2024,9930171.7,76297.48840000002,127.01289999999999,0.0,1.0,57304900.0,86986959.8224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17897.0884,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Pontevedra, Negros Occidnetal",2024,4915295.55,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS La Corlota, Negros Occidnetal",2024,4925053.59,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Valladolid, Negros Occidental",2024,4948168.58,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project 148: San Enrique Negros Occidental,2024,4947465.01,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project 149: LA Carlota Negros Occidental,2024,4960678.36,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS BAgo CityNegros Occidental,2024,4949269.88,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS Bago City Negros Occidental,2024,4925053.59,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 2 CLS Pulupandan Negros Occidental,2024,4942656.33,32041.0,57.9121,0.0,1.0,105141029.6689,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6743.6944,0.0,0.0,0.0,0.0,0.0,0.0,112265.20360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS San Mateo Rizal,2023,24959293.13,458085.31240000005,1242.5625,0.0,9.0,1627976436.2761002,2105936154.6304002,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106811.3124,0.0,0.0,0.0,0.0,5007659.328400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 STY 9 CLS Baler, Aurora",2023,29456364.98,1111970.25,4452.892900000001,0.0,9.0,1408300496.9289002,9627826799.8201,81.0,0.0,1795.2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418531.3636000001,0.0,0.0,0.0,5157486.420100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 4 CLS DIlasag, Aurora",2023,9728874.27,123201.0,225.90089999999998,0.0,1.0,356364159.3121,0.0,16.0,0.0,4182.2089000000005,374.42250000000007,328.3344,292.0681,1204.0900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925636.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 4 CLS Dipaculao, Aurora",2023,9809368.69,123201.0,225.90089999999998,0.0,1.0,360527434.75360006,0.0,16.0,0.0,4394.364100000001,374.42250000000007,350.06410000000005,292.0681,1204.0900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940473.2483999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Lorenzo Guimaras,2024,15600784.32,169249.96,992.25,0.0,4.0,82719025.0,700025764.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,32428.806400000005,0.0,0.0,0.0,0.0,0.0,0.0,669271.2481000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS Surigao City Surigao del norte,2024,21200658.33,16162.0369,932.6916,0.0,4.0,177308931.7476,1584796290.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61831.7956,0.0,0.0,0.0,233385.61000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 12 CLS Donsol, Sorsogon",2024,61380991.62,1834561.8916000002,4830.25,0.0,4.0,1904476656.8960998,8584311570.433599,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226899.79559999998,0.0,0.0,0.0,2511781.2195999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 12 CLS Donsol, Sorsogon",2024,61379478.66,1834561.8916000002,4830.25,0.0,4.0,1904476656.8960998,8584311570.433599,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226899.79559999998,0.0,0.0,0.0,2511781.2195999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 3 CLS Hinatuan, Surigao Del Sur",2024,9748288.86,7607.328399999999,40108.07290000001,0.0,1.0,57830549.5296,90557301.14559999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17824.9201,0.0,0.0,0.0,0.0,0.0,0.0,327275.52640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Fernando, La Union",2020,10225396.27,179920.1889,402.00250000000005,0.0,4.0,191531483.4601,847772319.2408999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.42250000000007,34469.6356,0.0,1275454.0095999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santol, La Union",2020,11643725.83,179928.6724,402.00250000000005,0.0,4.0,191531483.4601,847772319.2408999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34469.6356,477.42250000000007,1275454.0095999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Calumpit, Bulacan",2020,17427043.69,237471.0361,1072.5625,0.0,4.0,1648592240.1796,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126899.81290000002,0.0,0.0,0.0,0.0,3623578.7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Concepcion, Tarlac",2020,14286556.91,381343.3009,625.5001000000001,0.0,4.0,490364264.98889995,984865699.8048999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61078.179599999996,0.0,0.0,0.0,0.0,500400.61209999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 10 CLS Concepcion, Tarlac",2020,22950890.2,1132223.6835999999,3129.2835999999998,0.0,4.0,1205118033.3360999,2357020936.7056003,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162917.1769,0.0,0.0,0.0,0.0,1471247.7025000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 10 CLS Concepcion, Tarlac",2020,23388848.19,1132223.6835999999,3129.2835999999998,0.0,4.0,1272570777.0721,2357020936.7056003,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173788.9344,0.0,0.0,0.0,0.0,1471247.7025000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Balaoan, La Union",2020,12120899.92,179920.1889,402.00250000000005,0.0,4.0,191531483.4601,1083667144.81,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36149.4169,477.42250000000007,1390654.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Gabriel, La Union",2020,11961936.91,179920.1889,402.00250000000005,0.0,4.0,191531483.4601,847772319.2408999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34469.6356,477.42250000000007,1275454.0095999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Sudipen, La Union",2020,18138493.34,36335.9844,173372.3044,0.0,4.0,206283704.2564,2044301274.6024997,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62465.0049,924.16,2391198.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Alcala, Pangasinan",2020,16204711.8,53601.51040000001,151064.3689,0.0,4.0,274941831.07689995,819349978.0041001,36.0,0.0,1141.0884,0.0,40112.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662371.8488999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santo Tomas, Pangasinan",2020,26765713.42,61206.76,437913.0625,0.0,4.0,648536510.3044001,1812891193.3635998,16.0,0.0,2370.7160999999996,0.0,93061.6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602479.9203999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Villasis, Pangasinan",2020,12013356.38,38341.5561,71518.8049,0.0,4.0,174248712.1089,453222798.34089994,16.0,0.0,635.5441000000001,0.0,27126.089999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981347.7969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS San Quintin, Pangasinan",2020,13552545.56,185519.7184,622.0036000000001,0.0,4.0,162605852.89000002,453222798.34089994,16.0,0.0,597.8025,0.0,24529.8244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906418.2435999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS Olongapo City,2019,11747123.96,180370.09,1818.1696,0.0,4.0,0.0,1035954045.3376001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39680.63999999999,0.0,0.0,0.0,0.0,3420650.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Santol, La Union",2019,9535693.24,179920.1889,0.0,0.0,4.0,211520954.93760002,1188265697.7129002,16.0,0.0,746.3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32735.664900000003,0.0,0.0,0.0,922598.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Tulong, Negros oriental",2019,15860831.98,366460.7296,446.05440000000004,0.0,4.0,388499868.1600001,942637365.7600001,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51965.761600000005,0.0,0.0,1469.9556000000002,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 8 CLS Capas, Tarlac",2019,19008987.48,797556.1635999999,2806.8803999999996,0.0,4.0,923933229.9129,1986589195.1688998,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126529.60409999998,0.0,0.0,0.0,0.0,1041767.2488999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS Capas Tarlac,2019,13050852.26,381343.3009,625.5001000000001,0.0,4.0,462889631.11689997,876986626.8815999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57556.808099999995,0.0,0.0,0.0,0.0,500400.61209999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 8 CLS Bamban, Tarlac",2019,20674448.34,797556.1635999999,2806.8803999999996,0.0,4.0,923933229.9129,1986589195.1688998,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126529.60409999998,0.0,0.0,0.0,0.0,1041767.2488999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Concepcion, Tarlac",2019,4790554.26,29241.0,41.99040000000001,0.0,1.0,214354195.9056,0.0,4.0,0.0,1818.1696,88.17210000000001,77.44000000000001,0.0,319.3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45881.63999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Bamban, Tarlac",2019,10500982.26,199389.04089999996,625.5001000000001,0.0,4.0,278888664.00159997,518257062.8675999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33153.1264,0.0,0.0,0.0,0.0,265338.31210000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Capas, tarlac",2019,10220155.8,199389.04089999996,625.5001000000001,0.0,4.0,278888664.00159997,518257062.8675999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33153.1264,0.0,0.0,0.0,0.0,265338.31210000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Concepcion, Tarlac",2019,10528728.45,199389.04089999996,625.5001000000001,0.0,4.0,278888664.00159997,518257062.8675999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33153.1264,0.0,0.0,0.0,0.0,265338.31210000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Concepcion, Tarlac",2019,13341965.93,381343.3009,625.5001000000001,0.0,4.0,462889631.11689997,876986626.8815999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57556.808099999995,0.0,0.0,0.0,0.0,500400.61209999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
